eval,pop_size,avg_fitness,fitness_variance,mutation_amount,recombination_amount
613260,100,4.688360585609977E-9,8.41763706401737E-16,10,10
613280,100,4.688691920854142E-9,8.417605786061453E-16,10,10
613300,100,4.6873315497851265E-9,8.417732753817329E-16,10,10
613320,100,4.687330565085901E-9,8.4177328470610915E-16,10,10
613340,100,4.6873506238644925E-9,8.41773094808845E-16,10,10
613360,100,4.687350639561903E-9,8.417730946602052E-16,10,10
613380,100,4.68734210838552E-9,8.417731754405488E-16,10,10
613400,100,4.687354160754216E-9,8.417730613426077E-16,10,10
613420,100,4.687354160905099E-9,8.417730613411797E-16,10,10
613440,100,2.672692280975115E-9,4.465324477491444E-16,10,10
613460,100,2.6728518771663907E-9,4.465315886002738E-16,10,10
613480,100,2.6734145266837596E-9,4.465285961091645E-16,10,10
613500,100,2.6769557988385596E-9,4.465103254669347E-16,10,10
613520,100,2.6769557988440785E-9,4.465103254669056E-16,10,10
613540,100,2.6888144151116796E-9,4.46453153765838E-16,10,10
613560,100,2.688225343038277E-9,4.464563181725453E-16,10,10
613580,100,2.6882253430350876E-9,4.464563181725619E-16,10,10
613600,100,2.6882206373348563E-9,4.46456343725825E-16,10,10
613620,100,2.6822925024452102E-9,4.464849516182603E-16,10,10
613640,100,2.6822809356758956E-9,4.464850142819056E-16,10,10
613660,100,6.611193122901471E-10,4.308884239820321E-17,10,10
613680,100,6.611193123174084E-10,4.308884239816688E-17,10,10
613700,100,6.611342721238551E-10,4.3088822429442275E-17,10,10
613720,100,6.995857992464473E-10,4.318531722421265E-17,10,10
613740,100,8.687357432658957E-10,4.7122090509290346E-17,10,10
613760,100,6.611191578216791E-10,4.3088842602058873E-17,10,10
613780,100,6.611191578191299E-10,4.308884260206235E-17,10,10
613800,100,6.61121098189216E-10,4.308884001070076E-17,10,10
613820,100,6.611210298404569E-10,4.3088840101986687E-17,10,10
613840,100,6.60798636176058E-10,4.3089260056414E-17,10,10
613860,100,6.877117200169397E-10,4.312574960869727E-17,10,10
613880,100,6.877107654989386E-10,4.3125750934729266E-17,10,10
613900,100,6.88016382106475E-10,4.312533560677393E-17,10,10
613920,100,6.880175612158076E-10,4.3125333968036174E-17,10,10
613940,100,6.880175612046452E-10,4.312533396805153E-17,10,10
613960,100,6.880175486984615E-10,4.312533398543432E-17,10,10
613980,100,6.932932044649258E-10,4.312152272904665E-17,10,10
614000,100,6.932932024213411E-10,4.312152273190887E-17,10,10
614020,100,9.990189502662734E-10,5.258798304775534E-17,10,10
614040,100,9.990515856304046E-10,5.2587917301047055E-17,10,10
614060,100,9.98691052490865E-10,5.2588635297734595E-17,10,10
614080,100,9.986510008664785E-10,5.258871594971463E-17,10,10
614100,100,1.1936408368275672E-9,5.599744602316747E-17,10,10
614120,100,1.1937283846905506E-9,5.599723567866314E-17,10,10
614140,100,1.1937284386637903E-9,5.59972355485031E-17,10,10
614160,100,1.1937284382722797E-9,5.599723554944723E-17,10,10
614180,100,5.372673592851267E-10,1.3615636093624968E-17,10,10
614200,100,1.8580806026601203E-9,1.9381735853639226E-16,10,10
614220,100,1.8580852278941946E-9,1.9381734117684572E-16,10,10
614240,100,1.8584265847427426E-9,1.938160655904471E-16,10,10
614260,100,1.8599368188015834E-9,1.9381062365270463E-16,10,10
614280,100,1.8601725304493002E-9,1.938097435344172E-16,10,10
614300,100,1.8603551062053084E-9,1.9380906035577857E-16,10,10
614320,100,1.8601540859720188E-9,1.938098127727142E-16,10,10
614340,100,1.8683005669339E-9,1.937858340950195E-16,10,10
614360,100,1.5548063950564527E-9,1.8487642099097046E-16,10,10
614380,100,1.5548085499552986E-9,1.848764142228003E-16,10,10
614400,100,1.5548085496137477E-9,1.8487641422387364E-16,10,10
614420,100,1.5472233919481338E-9,1.8489351126048262E-16,10,10
614440,100,1.5578960450451362E-9,1.8487038719980873E-16,10,10
614460,100,1.5579268997447902E-9,1.8487029018710184E-16,10,10
614480,100,1.5579257013727423E-9,1.8487029395862384E-16,10,10
614500,100,1.5578907113816583E-9,1.848704039843782E-16,10,10
614520,100,1.5578907113716445E-9,1.8487040398440966E-16,10,10
614540,100,1.557197694710565E-9,1.848725361265584E-16,10,10
614560,100,1.5583103926573176E-9,1.848691595167848E-16,10,10
614580,100,1.5582080438132537E-9,1.848694809163659E-16,10,10
614600,100,1.558208087159671E-9,1.8486948077991732E-16,10,10
614620,100,1.55764420771937E-9,1.8487122361402199E-16,10,10
614640,100,2.587413549488176E-8,5.923636267957616E-14,10,10
614660,100,2.5873085336534277E-8,5.92364174607488E-14,10,10
614680,100,2.587308534189863E-8,5.923641746046861E-14,10,10
614700,100,2.5872961040054398E-8,5.923642395321017E-14,10,10
614720,100,2.58729610400872E-8,5.923642395320841E-14,10,10
614740,100,1.5567069709956362E-9,1.848740625918487E-16,10,10
614760,100,1.5567098568646398E-9,1.8487405351674664E-16,10,10
614780,100,1.4107318472654714E-11,1.0518816685128456E-20,10,10
614800,100,1.479235459098357E-11,1.0546162022722346E-20,10,10
614820,100,1.367871295317454E-11,1.045316270090957E-20,10,10
614840,100,3.574405586452301E-12,3.1058640098708367E-22,10,10
614860,100,3.5743552859618668E-12,3.1058676405506384E-22,10,10
614880,100,1.4509791905853351E-11,6.7550054681722205E-21,10,10
614900,100,1.4509682667671915E-11,6.755008669022064E-21,10,10
614920,100,1.2999448611670824E-11,6.566589008808909E-21,10,10
614940,100,1.3078383099328894E-11,6.565059051247572E-21,10,10
614960,100,1.2966975043185824E-11,6.5667363104641265E-21,10,10
614980,100,1.2966930547252069E-11,6.5667374758887316E-21,10,10
615000,100,1.2964280589249952E-11,6.566806215775404E-21,10,10
615020,100,1.2973611178998734E-11,6.566570396742818E-21,10,10
615040,100,1.347414011852249E-10,9.536675237654477E-19,10,10
615060,100,1.3474121995890629E-10,9.536677879354195E-19,10,10
615080,100,1.3474403721901761E-10,9.536670218582555E-19,10,10
615100,100,1.3474356930036606E-10,9.53667149207964E-19,10,10
615120,100,1.3474095498427106E-10,9.53667860393469E-19,10,10
615140,100,1.9970015525468884E-9,1.7193911173999518E-16,10,10
615160,100,1.998511588628733E-9,1.7193324763762043E-16,10,10
615180,100,1.9984001722727774E-9,1.7193369620344603E-16,10,10
615200,100,1.0676876826963706E-9,8.731855684559396E-17,10,10
615220,100,1.067516976937134E-9,8.731892207652308E-17,10,10
615240,100,1.0675175339495124E-9,8.731892087528734E-17,10,10
615260,100,1.0791328629587706E-9,8.729354801684426E-17,10,10
615280,100,1.079132905239805E-9,8.729354792466965E-17,10,10
615300,100,1.0791328993113708E-9,8.729354793759396E-17,10,10
615320,100,1.0791328991829867E-9,8.729354793787417E-17,10,10
615340,100,1.075121160605482E-9,8.729924118715794E-17,10,10
615360,100,1.0751210465793495E-9,8.72992414348168E-17,10,10
615380,100,1.0751210436364892E-9,8.729924144120847E-17,10,10
615400,100,1.0831358273704806E-9,8.729070394882861E-17,10,10
615420,100,2.2687766110481285E-9,2.2531162959596187E-16,10,10
615440,100,2.268776298102924E-9,2.253116310302974E-16,10,10
615460,100,2.2494727449054498E-9,2.253598241391064E-16,10,10
615480,100,2.273496957024532E-9,2.2530836504208963E-16,10,10
615500,100,2.2734970139082243E-9,2.253083647808283E-16,10,10
615520,100,2.273477570797374E-9,2.2530845404405913E-16,10,10
615540,100,2.2734775712556912E-9,2.253084540419536E-16,10,10
615560,100,2.249453307880931E-9,2.2535991243103E-16,10,10
615580,100,2.2494538657519767E-9,2.2535990989590674E-16,10,10
615600,100,2.247725713917176E-9,2.2536745854061937E-16,10,10
615620,100,2.247717040005022E-9,2.253674979199926E-16,10,10
615640,100,2.2477170400150173E-9,2.253674979199469E-16,10,10
615660,100,2.2477170397373447E-9,2.2536749792120874E-16,10,10
615680,100,2.2477170398154616E-9,2.253674979208535E-16,10,10
615700,100,2.2499709383295967E-9,2.2535751473082703E-16,10,10
615720,100,2.249883902195007E-9,2.2535790956854156E-16,10,10
615740,100,2.250169857639945E-9,2.253566180190036E-16,10,10
615760,100,2.256357249151593E-9,2.253323197703201E-16,10,10
615780,100,2.25635474308854E-9,2.253323311930597E-16,10,10
615800,100,2.2563568607513115E-9,2.253323215405827E-16,10,10
615820,100,2.2561237979594805E-9,2.253333783683743E-16,10,10
615840,100,1.3258301478648477E-9,1.4120171366186414E-16,10,10
615860,100,1.3258301478175007E-9,1.4120171366199063E-16,10,10
615880,100,1.4001868145878943E-10,9.22256041408736E-19,10,10
615900,100,1.4006850271009148E-10,9.222420715239738E-19,10,10
615920,100,1.3893637201043668E-10,9.224328599304744E-19,10,10
615940,100,1.3893636944456892E-10,9.224328606506613E-19,10,10
615960,100,1.398319377881596E-10,9.223366738789439E-19,10,10
615980,100,1.395470666515579E-10,9.224088014021136E-19,10,10
616000,100,1.3954706665155884E-10,9.224088014021128E-19,10,10
616020,100,4.596352041279828E-11,5.474174554153666E-20,10,10
616040,100,5.651922082426554E-9,3.1492186623556867E-15,10,10
616060,100,5.651922082344311E-9,3.149218662356619E-15,10,10
616080,100,5.651923767749411E-9,3.1492186431129033E-15,10,10
616100,100,5.651937780315014E-9,3.1492184831366717E-15,10,10
616120,100,5.651937812357266E-9,3.149218482770834E-15,10,10
616140,100,5.651937808169856E-9,3.1492184828186353E-15,10,10
616160,100,5.651937808169857E-9,3.1492184828186357E-15,10,10
616180,100,5.651937808367227E-9,3.149218482816378E-15,10,10
616200,100,5.651932945567933E-9,3.14921853833769E-15,10,10
616220,100,5.651932310459649E-9,3.149218545589351E-15,10,10
616240,100,5.685534198279397E-9,3.14889981702405E-15,10,10
616260,100,5.679209281937604E-9,3.148969052579513E-15,10,10
616280,100,1.4953948435822204E-5,2.2344906932067633E-8,10,10
616300,100,1.4953948421826374E-5,2.2344906932490362E-8,10,10
616320,100,1.4953964031259657E-5,2.2344906460953807E-8,10,10
616340,100,1.4953964031456724E-5,2.2344906460947898E-8,10,10
616360,100,1.4953964030821705E-5,2.2344906460966996E-8,10,10
616380,100,1.4953964031364667E-5,2.2344906460950776E-8,10,10
616400,100,1.4953964031167171E-5,2.2344906460956705E-8,10,10
616420,100,1.495396403879721E-5,2.2344906460726207E-8,10,10
616440,100,1.4954500928324462E-5,2.234489027010343E-8,10,10
616460,100,1.4953964031171655E-5,2.2344906460956513E-8,10,10
616480,100,1.4953962521500407E-5,2.2344906506563524E-8,10,10
616500,100,1.495396370141004E-5,2.2344906470918557E-8,10,10
616520,100,1.4953963676500529E-5,2.234490647167108E-8,10,10
616540,100,1.4953963676502115E-5,2.2344906471671014E-8,10,10
616560,100,1.495396365159147E-5,2.23449064724236E-8,10,10
616580,100,1.4953940180266433E-5,2.2344907181436773E-8,10,10
616600,100,1.4953940191013582E-5,2.2344907181112118E-8,10,10
616620,100,5.671082098420862E-9,3.149031106857914E-15,10,10
616640,100,5.671085316299215E-9,3.149031069992563E-15,10,10
616660,100,5.671082499307341E-9,3.1490311022653088E-15,10,10
616680,100,5.67277094582275E-9,3.149012043096182E-15,10,10
616700,100,5.672655104015882E-9,3.149013369290818E-15,10,10
616720,100,5.672652390078798E-9,3.149013400391281E-15,10,10
616740,100,5.672652389702051E-9,3.14901340039559E-15,10,10
616760,100,5.672652901685682E-9,3.1490133945283243E-15,10,10
616780,100,5.928435754750134E-9,3.152420873749058E-15,10,10
616800,100,5.928435697352909E-9,3.1524208744364807E-15,10,10
616820,100,5.918910694304156E-9,3.152525694899231E-15,10,10
616840,100,5.918910740056348E-9,3.1525256943521598E-15,10,10
616860,100,5.919674046838023E-9,3.1525425616356255E-15,10,10
616880,100,5.919691115181895E-9,3.152542357538576E-15,10,10
616900,100,5.919677351311826E-9,3.1525425221222994E-15,10,10
616920,100,5.9196773415241466E-9,3.1525425222393553E-15,10,10
616940,100,5.921677422443809E-9,3.152518997101015E-15,10,10
616960,100,5.92166121301276E-9,3.1525191909888564E-15,10,10
616980,100,3.085934139338536E-10,6.4104439097418466E-18,10,10
617000,100,3.0859299706707334E-10,6.4104441695945986E-18,10,10
617020,100,3.097125029356521E-10,6.409874005484036E-18,10,10
617040,100,3.0971028884492004E-10,6.409875390320225E-18,10,10
617060,100,3.09710307621354E-10,6.409875378572308E-18,10,10
617080,100,3.097082394601507E-10,6.409876672247947E-18,10,10
617100,100,3.097082394240065E-10,6.4098766722705655E-18,10,10
617120,100,3.080203062786918E-10,6.41064209866043E-18,10,10
617140,100,2.77970820009559E-10,6.3780558954091826E-18,10,10
617160,100,2.7797071314480093E-10,6.3780559554187245E-18,10,10
617180,100,2.779707131428368E-10,6.378055955419787E-18,10,10
617200,100,2.779562749126913E-10,6.3780640411508804E-18,10,10
617220,100,2.779583205188847E-10,6.378062892904535E-18,10,10
617240,100,2.7677804677736063E-10,6.378583535502676E-18,10,10
617260,100,2.7677889435589554E-10,6.3785830616530095E-18,10,10
617280,100,2.767788920558999E-10,6.378583062939082E-18,10,10
617300,100,2.7677889199819246E-10,6.378583062971346E-18,10,10
617320,100,2.771167395238579E-10,6.3784055649126355E-18,10,10
617340,100,2.773494369506734E-10,6.378277132986485E-18,10,10
617360,100,2.7734950857842794E-10,6.378277092853854E-18,10,10
617380,100,1.9867946839740243E-5,3.9472417980001193E-8,10,10
617400,100,1.9868092031860624E-5,3.947241215449462E-8,10,10
617420,100,1.9868092031861017E-5,3.947241215449463E-8,10,10
617440,100,1.986809203125697E-5,3.947241215451866E-8,10,10
617460,100,1.9868092031286492E-5,3.947241215451769E-8,10,10
617480,100,1.986809203532497E-5,3.947241215435541E-8,10,10
617500,100,4.259470994366825E-10,8.403320955526325E-18,10,10
617520,100,4.2594626014013846E-10,8.403321677667078E-18,10,10
617540,100,4.031441203924276E-10,8.369899333489146E-18,10,10
617560,100,4.0271795805404033E-10,8.370233916909753E-18,10,10
617580,100,4.118552123261176E-10,8.371149187710764E-18,10,10
617600,100,4.12532553238947E-10,8.370631500926627E-18,10,10
617620,100,4.1253255325108705E-10,8.370631500916478E-18,10,10
617640,100,4.1253239101793024E-10,8.370631636118396E-18,10,10
617660,100,4.1258571352810557E-10,8.370587441881864E-18,10,10
617680,100,4.1277041531454685E-10,8.370436903219075E-18,10,10
617700,100,1.6150310742737548E-10,2.1130148334347534E-18,10,10
617720,100,1.6099334476041266E-10,2.113154641279025E-18,10,10
617740,100,1.6099303992779295E-10,2.113154737003345E-18,10,10
617760,100,1.6098906481187987E-10,2.1131560282524158E-18,10,10
617780,100,1.60989064785348E-10,2.1131560282610397E-18,10,10
617800,100,1.6098906479320428E-10,2.113156028258489E-18,10,10
617820,100,1.6099216521989537E-10,2.1131550234180532E-18,10,10
617840,100,1.6100223642692517E-10,2.1131517580159262E-18,10,10
617860,100,3.1008601528450365E-9,8.674552932122225E-16,10,10
617880,100,3.1008529296216105E-9,8.674553384558771E-16,10,10
617900,100,3.100852929548638E-9,8.674553384563329E-16,10,10
617920,100,3.1009063748329747E-9,8.674550039420413E-16,10,10
617940,100,3.1008527664062173E-9,8.674553394783117E-16,10,10
617960,100,2.9556093577308024E-9,8.662144486854262E-16,10,10
617980,100,6.2122867169382726E-9,1.9073638031560613E-15,10,10
618000,100,6.218645712658117E-9,1.9072882782470933E-15,10,10
618020,100,6.221439666258059E-9,1.9072539586472685E-15,10,10
618040,100,6.301592784441165E-9,1.906888291324786E-15,10,10
618060,100,6.306411433370189E-9,1.9068290149544907E-15,10,10
618080,100,6.390377923495692E-9,1.906541394395664E-15,10,10
618100,100,6.387584790187558E-9,1.9065766569570737E-15,10,10
618120,100,6.387582959531775E-9,1.9065766805800207E-15,10,10
618140,100,6.307429329592419E-9,1.906956278424771E-15,10,10
618160,100,6.307440082601894E-9,1.9069561414180734E-15,10,10
618180,100,5.946566793535542E-5,1.7498445837373978E-7,10,10
618200,100,5.946566792479058E-5,1.7498445837500856E-7,10,10
618220,100,5.9465668224012596E-5,1.74984458339063E-7,10,10
618240,100,5.946566813576374E-5,1.7498445834966467E-7,10,10
618260,100,5.94656679206836E-5,1.7498445837550233E-7,10,10
618280,100,5.946566792068686E-5,1.7498445837550177E-7,10,10
618300,100,5.946566792068791E-5,1.749844583755015E-7,10,10
618320,100,5.946566817018438E-5,1.7498445834552903E-7,10,10
618340,100,5.946566877907292E-5,1.749844582723815E-7,10,10
618360,100,5.9465668779120124E-5,1.749844582723759E-7,10,10
618380,100,5.946695530383605E-5,1.7498430388417057E-7,10,10
618400,100,5.9466954199084936E-5,1.7498430401689001E-7,10,10
618420,100,5.946695313660116E-5,1.7498430414453237E-7,10,10
618440,100,5.946695181342169E-5,1.749843043034923E-7,10,10
618460,100,5.9464008495216634E-5,1.7498465701599863E-7,10,10
618480,100,5.9464008321632797E-5,1.7498465703685168E-7,10,10
618500,100,5.946400790828495E-5,1.7498465708650674E-7,10,10
618520,100,5.9464007908271584E-5,1.7498465708650771E-7,10,10
618540,100,5.946400790824634E-5,1.7498465708651052E-7,10,10
618560,100,5.946505527875418E-5,1.7498453137631474E-7,10,10
618580,100,5.946520273519247E-5,1.7498451366433642E-7,10,10
618600,100,5.9465202797927865E-5,1.7498451365679976E-7,10,10
618620,100,5.946520279802877E-5,1.7498451365678843E-7,10,10
618640,100,5.9465202798028954E-5,1.7498451365678824E-7,10,10
618660,100,5.946520279801912E-5,1.7498451365678846E-7,10,10
618680,100,5.946391657946015E-5,1.74984668003662E-7,10,10
618700,100,5.946391658377806E-5,1.7498466800314224E-7,10,10
618720,100,5.946391657946494E-5,1.7498466800366113E-7,10,10
618740,100,5.946391657946915E-5,1.749846680036604E-7,10,10
618760,100,5.946391657946493E-5,1.7498466800366118E-7,10,10
618780,100,5.9463916595499834E-5,1.7498466800173514E-7,10,10
618800,100,5.94638280862588E-5,1.7498467863347214E-7,10,10
618820,100,5.946382814694923E-5,1.7498467862618245E-7,10,10
618840,100,5.946382814694925E-5,1.749846786261822E-7,10,10
618860,100,5.94638278981621E-5,1.7498467865606876E-7,10,10
618880,100,5.946382789807179E-5,1.749846786560797E-7,10,10
618900,100,5.946382789807176E-5,1.7498467865607974E-7,10,10
618920,100,5.946382789945069E-5,1.7498467865591346E-7,10,10
618940,100,5.946383740877941E-5,1.749846775135777E-7,10,10
618960,100,5.946384176731808E-5,1.749846769899928E-7,10,10
618980,100,5.9463835223713965E-5,1.7498467777606447E-7,10,10
619000,100,5.9463835225787705E-5,1.7498467777581581E-7,10,10
619020,100,5.946383522440878E-5,1.7498467777598054E-7,10,10
619040,100,5.9463835224316815E-5,1.7498467777599179E-7,10,10
619060,100,5.9462787853401734E-5,1.749848034836567E-7,10,10
619080,100,5.946278785318062E-5,1.7498480348368303E-7,10,10
619100,100,5.946278785319032E-5,1.7498480348368112E-7,10,10
619120,100,5.946527591931104E-5,1.7498450521919824E-7,10,10
619140,100,5.9465275924549235E-5,1.749845052185692E-7,10,10
619160,100,5.9465275863893944E-5,1.7498450522585591E-7,10,10
619180,100,5.946527973910358E-5,1.7498450476032017E-7,10,10
619200,100,5.9465279739105355E-5,1.7498450476032E-7,10,10
619220,100,5.946527975641179E-5,1.749845047582401E-7,10,10
619240,100,5.946527975637787E-5,1.7498450475824444E-7,10,10
619260,100,5.946527975618225E-5,1.749845047582679E-7,10,10
619280,100,5.946202307882564E-5,1.7498489490701451E-7,10,10
619300,100,2.9732393242930636E-5,8.838522644061575E-8,10,10
619320,100,3.30258813759608E-5,8.927210803195297E-8,10,10
619340,100,3.302587223867772E-5,8.927210864157464E-8,10,10
619360,100,3.3025867863957E-5,8.927210893344908E-8,10,10
619380,100,3.302338240310191E-5,8.927227412918595E-8,10,10
619400,100,3.3023382403110004E-5,8.927227412918505E-8,10,10
619420,100,3.3023382514560485E-5,8.92722741217497E-8,10,10
619440,100,3.302337991021853E-5,8.927227429549476E-8,10,10
619460,100,3.302323245471661E-5,8.927228413060814E-8,10,10
619480,100,3.3023232454709085E-5,8.927228413060896E-8,10,10
619500,100,3.302323201001151E-5,8.927228416027563E-8,10,10
619520,100,3.302323201439577E-5,8.92722841599834E-8,10,10
619540,100,3.302323201438561E-5,8.927228415998437E-8,10,10
619560,100,3.302323201438562E-5,8.927228415998433E-8,10,10
619580,100,3.3023233655949724E-5,8.927228405047021E-8,10,10
619600,100,3.302323990209395E-5,8.927228363377136E-8,10,10
619620,100,3.3023239901658725E-5,8.927228363380037E-8,10,10
619640,100,3.3023239899677914E-5,8.927228363393183E-8,10,10
619660,100,3.3023239895309345E-5,8.927228363422345E-8,10,10
619680,100,3.302323827992325E-5,8.927228374199156E-8,10,10
619700,100,3.3023238279923264E-5,8.927228374199156E-8,10,10
619720,100,3.3023250297316916E-5,8.927228294028244E-8,10,10
619740,100,3.302325018094633E-5,8.92722829480459E-8,10,10
619760,100,3.3035284350038684E-5,8.927148727250668E-8,10,10
619780,100,3.303528435646377E-5,8.927148727207818E-8,10,10
619800,100,3.302926765475559E-5,8.927188512087324E-8,10,10
619820,100,3.302976399689479E-5,8.927185203174796E-8,10,10
619840,100,3.3029763709719425E-5,8.927185205091044E-8,10,10
619860,100,3.3029763709719405E-5,8.927185205091049E-8,10,10
619880,100,3.302976370988534E-5,8.927185205089899E-8,10,10
619900,100,3.302976370988531E-5,8.927185205089906E-8,10,10
619920,100,3.30297637034585E-5,8.92718520513285E-8,10,10
619940,100,3.302976370345835E-5,8.927185205132845E-8,10,10
619960,100,3.3023746733089065E-5,8.927224985094367E-8,10,10
619980,100,3.302374783316448E-5,8.927224977755231E-8,10,10
620000,100,3.302374783319564E-5,8.927224977755106E-8,10,10
620020,100,3.302374654685168E-5,8.927224986336827E-8,10,10
620040,100,3.30237465468582E-5,8.927224986336853E-8,10,10
620060,100,3.3023747405812505E-5,8.927224980606336E-8,10,10
620080,100,3.3023747388507974E-5,8.927224980721771E-8,10,10
620100,100,3.3023747388508286E-5,8.927224980721742E-8,10,10
620120,100,3.3023747388343006E-5,8.927224980722888E-8,10,10
620140,100,3.3023747324902617E-5,8.927224981146156E-8,10,10
620160,100,3.3023747417120334E-5,8.927224980530901E-8,10,10
620180,100,3.3023747438156715E-5,8.927224980390551E-8,10,10
620200,100,3.294067190526695E-6,1.0847025852575477E-9,10,10
620220,100,3.2940671960428505E-6,1.0847025852208405E-9,10,10
620240,100,3.29406719604419E-6,1.0847025852208326E-9,10,10
620260,100,3.2940674996604713E-6,1.0847025832003687E-9,10,10
620280,100,3.294067499557368E-6,1.0847025832010565E-9,10,10
620300,100,3.2940674891328627E-6,1.0847025832704286E-9,10,10
620320,100,3.2940675047982174E-6,1.0847025831661813E-9,10,10
620340,100,3.2940671906527788E-6,1.0847025852567097E-9,10,10
620360,100,3.2940671908822154E-6,1.0847025852551813E-9,10,10
620380,100,3.2940671892180727E-6,1.0847025852662583E-9,10,10
620400,100,3.294067189218073E-6,1.0847025852662577E-9,10,10
620420,100,3.294057679579976E-6,1.0847026485406419E-9,10,10
620440,100,3.2940576786529438E-6,1.0847026485468056E-9,10,10
620460,100,3.2940576761826463E-6,1.0847026485632506E-9,10,10
620480,100,3.2940456587900327E-6,1.0847027285202022E-9,10,10
620500,100,3.2940587865087057E-6,1.0847026411772078E-9,10,10
620520,100,3.294058778758856E-6,1.0847026412287848E-9,10,10
620540,100,3.29405809295449E-6,1.0847026457925074E-9,10,10
620560,100,3.294058094707489E-6,1.084702645780845E-9,10,10
620580,100,3.2940580946700032E-6,1.0847026457810914E-9,10,10
620600,100,3.294058089487749E-6,1.0847026458155762E-9,10,10
620620,100,3.294234825004613E-6,1.0847014728247553E-9,10,10
620640,100,3.2942438661789893E-6,1.0847014126670529E-9,10,10
620660,100,3.294243865725639E-6,1.0847014126700682E-9,10,10
620680,100,3.2942438669207585E-6,1.0847014126621144E-9,10,10
620700,100,3.2942438769392508E-6,1.0847014125954397E-9,10,10
620720,100,3.294243876419341E-6,1.0847014125989033E-9,10,10
620740,100,3.294847745516707E-6,1.0846974316152349E-9,10,10
620760,100,3.2948477455123174E-6,1.084697431615258E-9,10,10
620780,100,3.2948346115541815E-6,1.0846975190207066E-9,10,10
620800,100,3.2948369463395808E-6,1.0846975034803784E-9,10,10
620820,100,3.2948367731855892E-6,1.084697504632933E-9,10,10
620840,100,3.2948367743022688E-6,1.0846975046255016E-9,10,10
620860,100,3.2948367742989035E-6,1.0846975046255208E-9,10,10
620880,100,3.294828291375714E-6,1.0846975610852964E-9,10,10
620900,100,3.2942814672608173E-6,1.084701170360499E-9,10,10
620920,100,3.294281431070975E-6,1.0847011706013485E-9,10,10
620940,100,3.294281431019802E-6,1.0847011706016852E-9,10,10
620960,100,3.2942814310210323E-6,1.0847011706016794E-9,10,10
620980,100,3.2942814312377296E-6,1.0847011706002385E-9,10,10
621000,100,3.2942814312381353E-6,1.0847011706002337E-9,10,10
621020,100,3.2942814305237155E-6,1.0847011706049863E-9,10,10
621040,100,3.2942814305236787E-6,1.0847011706049867E-9,10,10
621060,100,3.29428143052367E-6,1.0847011706049867E-9,10,10
621080,100,7.932989901820879E-10,4.0689032058017175E-17,10,10
621100,100,7.932989903504904E-10,4.068903205774701E-17,10,10
621120,100,7.932989119792548E-10,4.068903218334394E-17,10,10
621140,100,7.936228461970882E-10,4.0688523531932236E-17,10,10
621160,100,7.963411045189122E-10,4.068490450732676E-17,10,10
621180,100,7.963410900927181E-10,4.0684904530535176E-17,10,10
621200,100,7.963410900930408E-10,4.0684904530534424E-17,10,10
621220,100,1.0786051592398049E-9,4.417421794950714E-17,10,10
621240,100,7.589955902079867E-10,3.959922164979093E-17,10,10
621260,100,2.34261611662321E-9,2.879564789071009E-16,10,10
621280,100,2.2014840819437765E-9,2.865923304076427E-16,10,10
621300,100,2.2041697374228137E-9,2.865811068758832E-16,10,10
621320,100,2.204205824098364E-9,2.8658094625112954E-16,10,10
621340,100,2.2042058241240634E-9,2.8658094625101496E-16,10,10
621360,100,2.2042051126761982E-9,2.86580949418999E-16,10,10
621380,100,2.2041820797418476E-9,2.8658105160054496E-16,10,10
621400,100,2.2041640239240725E-9,2.865811319679561E-16,10,10
621420,100,2.2038400893485104E-9,2.8658256369682535E-16,10,10
621440,100,2.2038400893490088E-9,2.865825636968237E-16,10,10
621460,100,2.2038400893327815E-9,2.865825636968956E-16,10,10
621480,100,2.2038423135444146E-9,2.8658255379471234E-16,10,10
621500,100,2.203844628987011E-9,2.8658254348641677E-16,10,10
621520,100,2.2038446325336317E-9,2.865825434706262E-16,10,10
621540,100,2.203848533581981E-9,2.865825261038565E-16,10,10
621560,100,2.2038305244226424E-9,2.8658260625136965E-16,10,10
621580,100,2.203832687298723E-9,2.8658259662234135E-16,10,10
621600,100,2.2038226688016672E-9,2.865826412163257E-16,10,10
621620,100,2.203822805487717E-9,2.865826406077796E-16,10,10
621640,100,2.211829974968771E-9,2.8655340282609495E-16,10,10
621660,100,1.6506730912620189E-9,2.5095066189587685E-16,10,10
621680,100,1.6506730912595042E-9,2.509506618958847E-16,10,10
621700,100,1.6506731339588007E-9,2.5095066175349653E-16,10,10
621720,100,1.668123936028173E-9,2.5092292173683723E-16,10,10
621740,100,1.668123935448731E-9,2.509229217387906E-16,10,10
621760,100,1.6681232829801816E-9,2.509229239375312E-16,10,10
621780,100,1.668123282963497E-9,2.509229239375882E-16,10,10
621800,100,1.6686851557755383E-9,2.509210621107814E-16,10,10
621820,100,1.6686851557816414E-9,2.509210621107601E-16,10,10
621840,100,1.6686851557909236E-9,2.509210621107293E-16,10,10
621860,100,1.6686829314310056E-9,2.5092106960876147E-16,10,10
621880,100,1.6687267461359861E-9,2.5092092211248517E-16,10,10
621900,100,1.6687267453365138E-9,2.5092092211518135E-16,10,10
621920,100,1.6687267639824684E-9,2.5092092205232195E-16,10,10
621940,100,1.6687266953248733E-9,2.509209222837769E-16,10,10
621960,100,1.6687266953248747E-9,2.5092092228377675E-16,10,10
621980,100,1.60716731057047E-9,2.5074183762942015E-16,10,10
