eval,pop_size,avg_fitness,fitness_variance,mutation_amount,recombination_amount
216320,100,2.5751047098295856E-8,5.95731054437414E-14,10,10
216340,100,2.577644157812947E-8,5.957183131911108E-14,10,10
216360,100,2.5719913261055826E-8,5.957444895265758E-14,10,10
216380,100,1.3119074105806735E-9,6.336141165498692E-17,10,10
216400,100,1.3119074111678228E-9,6.336141165343083E-17,10,10
216420,100,1.6012061605880302E-8,2.163833858707362E-14,10,10
216440,100,1.7460214072496234E-8,2.1801208886659266E-14,10,10
216460,100,1.7460450409859454E-8,2.1801200557534508E-14,10,10
216480,100,2.7243970388033244E-8,3.102757214246E-14,10,10
216500,100,2.7243970093546275E-8,3.1027572158668046E-14,10,10
216520,100,2.724396928048098E-8,3.1027572203417746E-14,10,10
216540,100,2.7243976518267298E-8,3.10275718050647E-14,10,10
216560,100,2.7243864467957618E-8,3.10275779702647E-14,10,10
216580,100,2.723958393140686E-8,3.1027811714202514E-14,10,10
216600,100,2.724339482350477E-8,3.102760367032494E-14,10,10
216620,100,2.7239960003960966E-8,3.102779105441957E-14,10,10
216640,100,2.7239976426551128E-8,3.102779015070772E-14,10,10
216660,100,2.7078956032324752E-8,3.103400600872706E-14,10,10
216680,100,2.7057011323839495E-8,3.103516018479681E-14,10,10
216700,100,2.6423564240499582E-8,3.102884866356856E-14,10,10
216720,100,2.6423560847108016E-8,3.102884884470981E-14,10,10
216740,100,3.8724762374088615E-8,4.5491171490945295E-14,10,10
216760,100,3.8724762374152334E-8,4.549117149094012E-14,10,10
216780,100,3.8724762376325596E-8,4.549117149077025E-14,10,10
216800,100,3.87243989355268E-8,4.5491199914972756E-14,10,10
216820,100,3.872100005564435E-8,4.549146463438272E-14,10,10
216840,100,3.8872080498678986E-8,4.548195109535316E-14,10,10
216860,100,3.742386585381677E-8,4.5381727207807826E-14,10,10
216880,100,3.742386585344101E-8,4.538172720783621E-14,10,10
216900,100,3.7423869631650355E-8,4.538172692219088E-14,10,10
216920,100,3.7423868652470726E-8,4.5381726996220406E-14,10,10
216940,100,3.779770696448198E-8,4.536743880189716E-14,10,10
216960,100,3.779770336560078E-8,4.536743907670308E-14,10,10
216980,100,3.7797701842519935E-8,4.5367439193003707E-14,10,10
217000,100,3.7797701856140007E-8,4.5367439191963773E-14,10,10
217020,100,2.8014310594650817E-8,3.634965152528205E-14,10,10
217040,100,2.801431062412961E-8,3.6349651523613826E-14,10,10
217060,100,2.8014294201534863E-8,3.634965245301595E-14,10,10
217080,100,2.801429419807893E-8,3.634965245321142E-14,10,10
217100,100,2.801435499787477E-8,3.634964901264523E-14,10,10
217120,100,2.8007102002261115E-8,3.6350054125231127E-14,10,10
217140,100,2.815718829926403E-8,3.634381483183881E-14,10,10
217160,100,2.8157188278287482E-8,3.634381483303194E-14,10,10
217180,100,3.8101476298720473E-7,1.2468142779053721E-11,10,10
217200,100,3.8101476298720706E-7,1.2468142779053742E-11,10,10
217220,100,3.8101476312678957E-7,1.2468142778946272E-11,10,10
217240,100,3.827221053242821E-7,1.2466972785455485E-11,10,10
217260,100,3.8272299002544526E-7,1.2466972101504522E-11,10,10
217280,100,3.8172007699886854E-7,1.246767061938202E-11,10,10
217300,100,2.8848140727496723E-8,3.637525009102277E-14,10,10
217320,100,2.887634343359138E-8,3.637368600274563E-14,10,10
217340,100,2.8876343441408377E-8,3.637368600228966E-14,10,10
217360,100,2.8876341868903758E-8,3.6373686094023024E-14,10,10
217380,100,2.8876340845368907E-8,3.6373686153731856E-14,10,10
217400,100,2.8874052203023747E-8,3.6373819117541254E-14,10,10
217420,100,2.8845874805048454E-8,3.637538160051973E-14,10,10
217440,100,2.8845874804108592E-8,3.637538160057455E-14,10,10
217460,100,2.8472038010492287E-8,3.638290902508764E-14,10,10
217480,100,2.8468691290309772E-8,3.638310076722825E-14,10,10
217500,100,2.8468836063587887E-8,3.6383092442115994E-14,10,10
217520,100,2.8468836167528127E-8,3.638309243613819E-14,10,10
217540,100,2.8318749657626907E-8,3.638942623479019E-14,10,10
217560,100,2.831875932971428E-8,3.6389425681463406E-14,10,10
217580,100,2.831875085697527E-8,3.638942616617767E-14,10,10
217600,100,2.8318750928668206E-8,3.638942616207607E-14,10,10
217620,100,2.8334039918287404E-8,3.638857637507681E-14,10,10
217640,100,2.833403998962985E-8,3.638857637099323E-14,10,10
217660,100,2.9003817590914587E-8,3.639509818517683E-14,10,10
217680,100,2.900373815543721E-8,3.6395102838952784E-14,10,10
217700,100,2.9003728474479156E-8,3.639510340618353E-14,10,10
217720,100,1.670779059910041E-8,2.169102787754963E-14,10,10
217740,100,1.6707715799986307E-8,2.169103040168153E-14,10,10
217760,100,1.6707715765464083E-8,2.16910304028468E-14,10,10
217780,100,1.67077164083666E-8,2.1691030381146976E-14,10,10
217800,100,1.6707716335036724E-8,2.1691030383622226E-14,10,10
217820,100,1.670883602300013E-8,2.169099271736589E-14,10,10
217840,100,1.6972814313591164E-8,2.168905050930203E-14,10,10
217860,100,1.6972814016397194E-8,2.1689050519492334E-14,10,10
217880,100,1.6972814026235756E-8,2.168905051915499E-14,10,10
217900,100,1.6972814062883004E-8,2.16890505178984E-14,10,10
217920,100,1.6972814266089398E-8,2.168905051093085E-14,10,10
217940,100,1.6972814258190875E-8,2.1689050511201627E-14,10,10
217960,100,1.6955909910162032E-8,2.168960456884588E-14,10,10
217980,100,1.6955875334904062E-8,2.1689605753057682E-14,10,10
218000,100,1.6956455457419142E-8,2.1689585915354612E-14,10,10
218020,100,1.6958239500568012E-8,2.1689524962808797E-14,10,10
218040,100,1.628846165591713E-8,2.1666704452796218E-14,10,10
218060,100,1.6288461646325534E-8,2.166670445311176E-14,10,10
218080,100,1.6288462430216066E-8,2.1666704427317127E-14,10,10
218100,100,1.6289882988373035E-8,2.1666657782372922E-14,10,10
218120,100,1.602532205065568E-8,2.1668254619210482E-14,10,10
218140,100,1.6025322361784246E-8,2.1668254609138013E-14,10,10
218160,100,1.6025321910096234E-8,2.1668254623761096E-14,10,10
218180,100,1.6025355315681358E-8,2.166825354237872E-14,10,10
218200,100,1.3236897691183835E-9,9.367058601214799E-17,10,10
218220,100,2.9650951562619456E-9,3.585326223976708E-16,10,10
218240,100,2.9653170542935494E-9,3.585312956452086E-16,10,10
218260,100,2.96531727550069E-9,3.5853129432006254E-16,10,10
218280,100,2.9656861941750495E-9,3.585290979080971E-16,10,10
218300,100,2.1138039814513416E-9,2.8933118254219183E-16,10,10
218320,100,1.6977527126015315E-8,2.2324105274908416E-14,10,10
218340,100,1.6977527153637592E-8,2.232410527396105E-14,10,10
218360,100,1.697752724655646E-8,2.232410527077403E-14,10,10
218380,100,1.697526571206744E-8,2.232418254051528E-14,10,10
218400,100,1.6975291702213023E-8,2.2324181649290817E-14,10,10
218420,100,2.2310334561202513E-8,2.4987464447135892E-14,10,10
218440,100,2.2310378072925868E-8,2.4987462486193614E-14,10,10
218460,100,2.231062216874503E-8,2.4987451488979563E-14,10,10
218480,100,2.2319221361441562E-8,2.4987071278817747E-14,10,10
218500,100,2.2319221941491696E-8,2.4987071252663723E-14,10,10
218520,100,2.23192219825699E-8,2.4987071250811547E-14,10,10
218540,100,5.7765723939132206E-8,1.4903943336108328E-13,10,10
218560,100,5.7765691852043366E-8,1.4903943710549164E-13,10,10
218580,100,5.77656917400366E-8,1.4903943711856252E-13,10,10
218600,100,6.158763910048136E-8,1.5005414783184529E-13,10,10
218620,100,6.159107786654341E-8,1.5005372118389373E-13,10,10
218640,100,1.4175173724812082E-7,7.82721344222741E-13,10,10
218660,100,1.4174315085021492E-7,7.827237955635139E-13,10,10
218680,100,1.4174293579527524E-7,7.827238571398818E-13,10,10
218700,100,1.4174294133023279E-7,7.827238555549544E-13,10,10
218720,100,6.157804612489102E-8,1.5005533378038788E-13,10,10
218740,100,6.157804840755222E-8,1.5005533349642446E-13,10,10
218760,100,6.157804559117392E-8,1.500553338467692E-13,10,10
218780,100,6.157804559042793E-8,1.5005533384686262E-13,10,10
218800,100,6.157810267536957E-8,1.5005532674590842E-13,10,10
218820,100,6.545286760083334E-8,1.5107468540141228E-13,10,10
218840,100,6.545356858274646E-8,1.510745927650842E-13,10,10
218860,100,6.54526815698064E-8,1.5107470997403366E-13,10,10
218880,100,6.545268156269659E-8,1.51074709974974E-13,10,10
218900,100,6.545261666703618E-8,1.51074718555545E-13,10,10
218920,100,6.545250571979873E-8,1.5107473322456556E-13,10,10
218940,100,6.545248747594455E-8,1.510747356367448E-13,10,10
218960,100,6.498710592557889E-8,1.5111418194107375E-13,10,10
218980,100,6.498699494127721E-8,1.511141965106228E-13,10,10
219000,100,6.498699494235175E-8,1.5111419651048217E-13,10,10
219020,100,6.498696892424904E-8,1.511141999262483E-13,10,10
219040,100,6.498696879865219E-8,1.5111419994273685E-13,10,10
219060,100,4.848061410561375E-8,1.3041267305211595E-13,10,10
219080,100,4.8480245186370625E-8,1.3041270917041542E-13,10,10
219100,100,4.8479732917572755E-8,1.3041275931519313E-13,10,10
219120,100,4.847971170487427E-8,1.3041276139269127E-13,10,10
219140,100,4.8479711722687033E-8,1.3041276139094671E-13,10,10
219160,100,4.847971113645417E-8,1.3041276144836145E-13,10,10
219180,100,4.460494634743476E-8,1.292605401717899E-13,10,10
219200,100,4.460494669896926E-8,1.2926054014011268E-13,10,10
219220,100,4.460495100718971E-8,1.2926053975189658E-13,10,10
219240,100,4.4647043142126576E-8,1.292569241144823E-13,10,10
219260,100,4.464704314236021E-8,1.292569241144613E-13,10,10
219280,100,4.464721776549184E-8,1.2925690836679066E-13,10,10
219300,100,4.4647236369250526E-8,1.29256906688818E-13,10,10
219320,100,4.4647244270411756E-8,1.292569059761676E-13,10,10
219340,100,4.464724196364836E-8,1.2925690618422834E-13,10,10
219360,100,4.464724187594152E-8,1.2925690619213964E-13,10,10
219380,100,4.4647241888326713E-8,1.29256906191022E-13,10,10
219400,100,4.4659809256279724E-8,1.2925578846113494E-13,10,10
219420,100,4.465980988570151E-8,1.2925578840434695E-13,10,10
219440,100,4.465981265893787E-8,1.2925578815414163E-13,10,10
219460,100,4.4659812024923465E-8,1.2925578821134366E-13,10,10
219480,100,4.466057280353418E-8,1.292557196283452E-13,10,10
219500,100,4.4661843072636225E-8,1.2925560510023855E-13,10,10
219520,100,4.46616807108607E-8,1.2925561974679693E-13,10,10
219540,100,4.4661798557638054E-8,1.292556091153873E-13,10,10
219560,100,4.466179850278263E-8,1.2925560912033663E-13,10,10
219580,100,4.466179847705444E-8,1.2925560912265762E-13,10,10
219600,100,4.4705867782842684E-8,1.2925183279655635E-13,10,10
219620,100,4.4705867772085895E-8,1.2925183279752815E-13,10,10
219640,100,4.470585527507118E-8,1.292518339261782E-13,10,10
219660,100,4.4693284653085424E-8,1.2925295311891473E-13,10,10
219680,100,4.59165448214524E-8,1.2930257058354295E-13,10,10
219700,100,1.0467703631933387E-8,4.401748771732731E-15,10,10
219720,100,1.0467703631949199E-8,4.401748771732408E-15,10,10
219740,100,1.0477485186441209E-8,4.4015514902950454E-15,10,10
219760,100,1.0477485186525604E-8,4.401551490293263E-15,10,10
219780,100,1.0492916796952658E-8,4.401250941594779E-15,10,10
219800,100,1.0492916846768339E-8,4.4012509405388E-15,10,10
219820,100,6.670976267127175E-9,2.9920323806217863E-15,10,10
219840,100,6.670972065596484E-9,2.9920324372419204E-15,10,10
219860,100,6.670977898376501E-9,2.9920323586387517E-15,10,10
219880,100,6.654848097651048E-9,2.9922230919652345E-15,10,10
219900,100,6.6548480579731735E-9,2.9922230924986662E-15,10,10
219920,100,6.654848057972889E-9,2.992223092498671E-15,10,10
219940,100,6.654227174346892E-9,2.9922313986275397E-15,10,10
219960,100,6.6541962131519104E-9,2.9922318147374925E-15,10,10
219980,100,5.388638732286542E-9,2.8458485442378887E-15,10,10
220000,100,5.388630830528487E-9,2.84584863025116E-15,10,10
220020,100,5.388551389077763E-9,2.8458494938003642E-15,10,10
220040,100,5.044693682348865E-6,2.5394076475549514E-9,10,10
220060,100,5.04468388824031E-6,2.539407747359903E-9,10,10
220080,100,5.044683888240686E-6,2.539407747359898E-9,10,10
220100,100,5.04468388824091E-6,2.5394077473598903E-9,10,10
220120,100,5.044683884600566E-6,2.539407747396986E-9,10,10
220140,100,5.044683884600191E-6,2.5394077473969914E-9,10,10
220160,100,5.044683884700163E-6,2.539407747395972E-9,10,10
220180,100,5.044683883818731E-6,2.5394077474049534E-9,10,10
220200,100,5.04468388377443E-6,2.5394077474054203E-9,10,10
220220,100,5.40129484290528E-6,2.548490562682611E-9,10,10
220240,100,5.4012527328146334E-6,2.548491021994651E-9,10,10
220260,100,5.401257656102596E-6,2.548490968275996E-9,10,10
220280,100,5.395922639339605E-6,2.548546278273378E-9,10,10
220300,100,5.3959226403872425E-6,2.5485462782619416E-9,10,10
220320,100,5.39707419302527E-6,2.5485338579623315E-9,10,10
220340,100,5.397074194172537E-6,2.548533857949819E-9,10,10
220360,100,5.3970742014914115E-6,2.5485338578700214E-9,10,10
220380,100,5.397074196112224E-6,2.5485338579286652E-9,10,10
220400,100,5.397074196112222E-6,2.5485338579286656E-9,10,10
220420,100,5.3970741961127904E-6,2.548533857928657E-9,10,10
220440,100,5.040463239752753E-6,2.539448001958802E-9,10,10
220460,100,5.040458330334891E-6,2.539448051947752E-9,10,10
220480,100,5.040458330550124E-6,2.5394480519455616E-9,10,10
220500,100,5.040459219353381E-6,2.5394480428951664E-9,10,10
220520,100,5.040459219353236E-6,2.5394480428951684E-9,10,10
220540,100,5.040459195717565E-6,2.5394480431358664E-9,10,10
220560,100,5.040459432574594E-6,2.5394480407240117E-9,10,10
220580,100,5.039307877266755E-6,2.539459631433315E-9,10,10
220600,100,5.0393079025972525E-6,2.5394596311754258E-9,10,10
220620,100,5.039307902178746E-6,2.5394596311796762E-9,10,10
220640,100,5.039307940072751E-6,2.539459630793917E-9,10,10
220660,100,5.166372189556629E-6,2.5389651754856006E-9,10,10
220680,100,5.166372260147568E-6,2.5389651747488374E-9,10,10
220700,100,5.166372260129024E-6,2.5389651747490215E-9,10,10
220720,100,5.166372260167246E-6,2.5389651747486364E-9,10,10
220740,100,5.166372190658433E-6,2.5389651754741003E-9,10,10
220760,100,5.166372190620027E-6,2.538965175474507E-9,10,10
220780,100,5.166371382081861E-6,2.5389651839132397E-9,10,10
220800,100,5.102839131789137E-6,2.5392164898599196E-9,10,10
220820,100,5.1211404351519656E-6,2.5390613197779543E-9,10,10
220840,100,5.121139547330527E-6,2.5390613289630386E-9,10,10
220860,100,5.121139547089101E-6,2.53906132896553E-9,10,10
220880,100,5.12113954749585E-6,2.539061328961329E-9,10,10
220900,100,5.121139546405889E-6,2.5390613289726033E-9,10,10
220920,100,5.121139547391128E-6,2.5390613289624203E-9,10,10
220940,100,5.121139547389848E-6,2.539061328962411E-9,10,10
220960,100,5.102838222791901E-6,2.539216499230484E-9,10,10
220980,100,5.102838222698654E-6,2.539216499231447E-9,10,10
221000,100,6.353305330927495E-8,4.036330471252211E-13,10,10
221020,100,6.353304399137042E-8,4.036330483211678E-13,10,10
221040,100,6.353304397988387E-8,4.0363304832264186E-13,10,10
221060,100,6.353304402112927E-8,4.036330483173481E-13,10,10
221080,100,9.13095303187519E-13,5.712897650416098E-23,10,10
221100,100,9.130924935585502E-13,5.712898168625711E-23,10,10
221120,100,1.1349440399338779E-12,6.164156053599982E-23,10,10
221140,100,1.0998384119249671E-10,1.1845781148639493E-18,10,10
221160,100,1.0999047852795372E-10,1.1845766441090523E-18,10,10
221180,100,1.1453951255603409E-10,1.1845900693681664E-18,10,10
221200,100,1.1454076158311744E-10,1.1845897805081032E-18,10,10
221220,100,3.2881539551830053E-10,5.726427055088117E-18,10,10
221240,100,3.2806803719392015E-10,5.726866522615875E-18,10,10
221260,100,3.2794957024218524E-10,5.726943606413425E-18,10,10
221280,100,3.2794946459151137E-10,5.7269436764085225E-18,10,10
221300,100,3.2772761640572266E-10,5.727085634951708E-18,10,10
221320,100,3.2772747011786317E-10,5.727085731804036E-18,10,10
221340,100,3.277485861177071E-10,5.727071796002306E-18,10,10
221360,100,3.2774863541871076E-10,5.727071763359442E-18,10,10
221380,100,3.2776964912358067E-10,5.727057905165009E-18,10,10
221400,100,3.27769649123513E-10,5.7270579051650285E-18,10,10
221420,100,3.4118082873548665E-10,5.736179210706339E-18,10,10
221440,100,3.4134487751170243E-10,5.736068832234688E-18,10,10
221460,100,3.315112710094697E-10,5.725860616779318E-18,10,10
221480,100,1.1832301650261574E-10,1.1850513415420742E-18,10,10
221500,100,1.1474865142179945E-10,1.184601151872364E-18,10,10
221520,100,1.1475564187258583E-10,1.1845995362620658E-18,10,10
221540,100,1.1475533746536257E-10,1.184599606823472E-18,10,10
221560,100,1.147553494115344E-10,1.184599604054022E-18,10,10
221580,100,1.1476156510221977E-10,1.184598166994427E-18,10,10
221600,100,1.1474044936430142E-10,1.1846030170104331E-18,10,10
221620,100,1.1474596364643097E-10,1.1846017398078298E-18,10,10
221640,100,1.1480372445937775E-10,1.1845885049574233E-18,10,10
221660,100,1.1480372557326862E-10,1.184588504699078E-18,10,10
221680,100,1.1479995955511816E-10,1.1845893774086786E-18,10,10
221700,100,1.1371663612426934E-10,1.1847199300373118E-18,10,10
221720,100,1.1371663612428513E-10,1.1847199300373066E-18,10,10
221740,100,1.1371075824356082E-10,1.1847212506433908E-18,10,10
221760,100,1.1368869578000469E-10,1.1847262691448746E-18,10,10
221780,100,1.1368684718591836E-10,1.1847266933713266E-18,10,10
221800,100,1.136493066871455E-10,1.1847351847890273E-18,10,10
221820,100,1.2066326375516214E-10,1.188071553602014E-18,10,10
221840,100,1.2066326375238345E-10,1.1880715536026851E-18,10,10
221860,100,1.209946660102355E-10,1.188001934326512E-18,10,10
221880,100,2.161371802202159E-9,2.0677743156818833E-16,10,10
221900,100,2.161371802084539E-9,2.0677743156870178E-16,10,10
221920,100,2.1610376863753095E-9,2.0677887906531994E-16,10,10
221940,100,2.1610376863892884E-9,2.067788790652591E-16,10,10
221960,100,2.1610390354178533E-9,2.0677887317594255E-16,10,10
221980,100,2.499719534086505E-9,2.1627413837709175E-16,10,10
222000,100,2.4974189520263687E-9,2.16285228203144E-16,10,10
222020,100,2.497418904706229E-9,2.1628522844188723E-16,10,10
222040,100,2.497418903547641E-9,2.1628522844773217E-16,10,10
222060,100,2.497425968142357E-9,2.1628519281054936E-16,10,10
222080,100,2.1661626676620654E-9,2.0676129213959745E-16,10,10
222100,100,2.1661627111503677E-9,2.0676129194928868E-16,10,10
222120,100,2.166164191529354E-9,2.0676128547111167E-16,10,10
222140,100,2.3629446184112065E-9,2.100520056123684E-16,10,10
222160,100,1.0091133025070935E-8,6.1456497726667214E-15,10,10
222180,100,1.0091130743694459E-8,6.145649819174631E-15,10,10
222200,100,1.0091127387213659E-8,6.145649887599112E-15,10,10
222220,100,1.009333717746261E-8,6.145606342272141E-15,10,10
222240,100,1.0086069369027247E-8,6.1457491482899644E-15,10,10
222260,100,1.009314476375273E-8,6.145610026829011E-15,10,10
222280,100,8.869162285241621E-9,6.059711360210252E-15,10,10
222300,100,8.903597393436126E-9,6.0592129468417594E-15,10,10
222320,100,8.9035084296994E-9,6.059214545995268E-15,10,10
222340,100,2.157760745750698E-8,2.189452549488325E-14,10,10
222360,100,2.1577607456904858E-8,2.189452549490952E-14,10,10
222380,100,2.1577601191346515E-8,2.1894525768027002E-14,10,10
222400,100,2.1577461928657668E-8,2.189453183756214E-14,10,10
222420,100,2.1577455108802618E-8,2.1894532134839868E-14,10,10
222440,100,2.1577452024732317E-8,2.1894532269275995E-14,10,10
222460,100,2.1577452712798306E-8,2.1894532239282673E-14,10,10
222480,100,2.0557179775826253E-8,2.1832808615083342E-14,10,10
222500,100,2.055740893175329E-8,2.1832799103627168E-14,10,10
222520,100,2.0557408889490455E-8,2.1832799105382355E-14,10,10
222540,100,2.055030549529974E-8,2.1833088962516194E-14,10,10
222560,100,2.0515870388503015E-8,2.183439758926837E-14,10,10
222580,100,2.051587130353377E-8,2.1834397551343928E-14,10,10
222600,100,2.0515870177834287E-8,2.183439759799983E-14,10,10
222620,100,2.0515884071815066E-8,2.1834397022169122E-14,10,10
222640,100,1.278321074217587E-8,1.6061669510677487E-14,10,10
222660,100,1.2783210739123956E-8,1.6061669510756354E-14,10,10
222680,100,1.2845144460980916E-8,1.6060453833322775E-14,10,10
222700,100,1.2845543579117847E-8,1.6060443484176497E-14,10,10
222720,100,1.2845543579113408E-8,1.6060443484176582E-14,10,10
222740,100,1.2845344020617671E-8,1.606044865877506E-14,10,10
222760,100,1.2866994656794157E-8,1.6060202826677002E-14,10,10
222780,100,1.2866994664054839E-8,1.606020282648825E-14,10,10
222800,100,1.2866656577577685E-8,1.606021160803425E-14,10,10
222820,100,1.2866656577683327E-8,1.6060211608031452E-14,10,10
222840,100,1.2869880914805665E-8,1.6060128684766864E-14,10,10
222860,100,1.2869880925145335E-8,1.6060128684498052E-14,10,10
222880,100,1.2869681347860061E-8,1.6060133869396663E-14,10,10
222900,100,1.286968410502075E-8,1.606013379771298E-14,10,10
222920,100,1.2869683426852374E-8,1.6060133815344892E-14,10,10
222940,100,1.2869683405143123E-8,1.6060133815909325E-14,10,10
222960,100,1.286968340602875E-8,1.606013381588629E-14,10,10
222980,100,1.9558441611171754E-10,1.8630856600054793E-18,10,10
223000,100,1.9839003244458763E-10,1.8623668537893044E-18,10,10
223020,100,1.9838999914752364E-10,1.86236686713426E-18,10,10
223040,100,1.9839249111331082E-10,1.8623658690055732E-18,10,10
223060,100,1.9839249112433168E-10,1.862365869001154E-18,10,10
223080,100,1.9839249163540158E-10,1.862365868796322E-18,10,10
223100,100,1.1501013041302419E-10,1.1846696439067529E-18,10,10
223120,100,1.1501013041088439E-10,1.1846696439072479E-18,10,10
223140,100,1.2970677326706403E-10,1.2029104980038827E-18,10,10
223160,100,1.2417530213537105E-8,1.5064669791782426E-14,10,10
223180,100,1.6684043443271416E-7,2.395834163983947E-12,10,10
223200,100,1.6684136637306442E-7,2.395833849956747E-12,10,10
223220,100,1.6684136639683775E-7,2.3958338499487448E-12,10,10
223240,100,1.6711671590465382E-7,2.3957486196420662E-12,10,10
223260,100,1.671167194954352E-7,2.395748618429799E-12,10,10
223280,100,1.2693726527331783E-8,1.506531791023598E-14,10,10
223300,100,1.2693720651133187E-8,1.5065318060921055E-14,10,10
223320,100,1.2693740672264734E-8,1.5065317547521403E-14,10,10
223340,100,1.2693730777109568E-8,1.5065317801262038E-14,10,10
223360,100,4.059073046032969E-10,8.707291234890036E-18,10,10
223380,100,4.045050138591686E-10,8.708240297910002E-18,10,10
223400,100,3.8980362720339456E-10,8.698161976543674E-18,10,10
223420,100,3.8980362743770866E-10,8.698161976359177E-18,10,10
223440,100,3.898036216511767E-10,8.698161980915968E-18,10,10
223460,100,3.8980342188004807E-10,8.698162138228045E-18,10,10
223480,100,3.8936529615534167E-10,8.69842912306753E-18,10,10
223500,100,3.893662438411145E-10,8.698428377711008E-18,10,10
223520,100,3.879708419273212E-10,8.699325186920887E-18,10,10
223540,100,3.8797316561087194E-10,8.699323366205167E-18,10,10
223560,100,5.3837815564234366E-9,2.5005985942281035E-15,10,10
223580,100,6.805701137581419E-9,2.6873188622148976E-15,10,10
223600,100,6.805695112904642E-9,2.6873189450437623E-15,10,10
223620,100,6.805723429200612E-9,2.6873185558918707E-15,10,10
223640,100,6.80581440084112E-9,2.6873173059561603E-15,10,10
223660,100,6.8058144751402665E-9,2.687317304934604E-15,10,10
223680,100,6.805893072871078E-9,2.687316226257598E-15,10,10
223700,100,6.8058930728524655E-9,2.6873162262578576E-15,10,10
223720,100,6.805892946640986E-9,2.6873162279931824E-15,10,10
223740,100,6.805892946217163E-9,2.6873162279989963E-15,10,10
223760,100,6.530626008578154E-9,2.683370686045513E-15,10,10
223780,100,6.530467474868633E-9,2.6833727750458434E-15,10,10
223800,100,6.530452569940705E-9,2.683372971663737E-15,10,10
223820,100,6.53045136289967E-9,2.6833729875879283E-15,10,10
223840,100,6.530199128451427E-9,2.683376308779881E-15,10,10
223860,100,6.53019984035892E-9,2.6833762993889792E-15,10,10
223880,100,6.5654053567038205E-9,2.683035800018191E-15,10,10
223900,100,6.565405365575736E-9,2.6830357999005064E-15,10,10
223920,100,6.565505400501688E-9,2.6830344738936562E-15,10,10
223940,100,6.462655720366503E-9,2.6831984039270724E-15,10,10
223960,100,6.4626949833986655E-9,2.68319789141862E-15,10,10
223980,100,6.462559725773634E-9,2.6831996547018062E-15,10,10
224000,100,6.462558145287726E-9,2.683199675332302E-15,10,10
224020,100,6.462559211088671E-9,2.6831996614176627E-15,10,10
224040,100,6.462400669225906E-9,2.6832017287246797E-15,10,10
224060,100,6.480535754735761E-9,2.6829981909059463E-15,10,10
224080,100,6.482198240573949E-9,2.682976702039351E-15,10,10
224100,100,6.482198240573726E-9,2.682976702039354E-15,10,10
224120,100,6.482190924334539E-9,2.6829767978452953E-15,10,10
224140,100,6.48202535488902E-9,2.6829789634565615E-15,10,10
224160,100,6.48307172460307E-9,2.6829653550102007E-15,10,10
224180,100,6.483234674783275E-9,2.682963223486511E-15,10,10
224200,100,6.483190405721719E-9,2.6829638031073442E-15,10,10
224220,100,6.4831882911572495E-9,2.6829638308020264E-15,10,10
224240,100,6.483187737508035E-9,2.6829638380533384E-15,10,10
224260,100,6.447983578906358E-9,2.6832984722355138E-15,10,10
224280,100,6.44798357891603E-9,2.683298472235398E-15,10,10
224300,100,6.4301367558188914E-9,2.6834970828646743E-15,10,10
224320,100,6.421194635184992E-9,2.683605083249961E-15,10,10
224340,100,6.419533190196224E-9,2.6836263537340593E-15,10,10
224360,100,6.419533189091432E-9,2.683626353748386E-15,10,10
224380,100,6.419533189078428E-9,2.6836263537485618E-15,10,10
224400,100,6.419533196873718E-9,2.683626353647459E-15,10,10
224420,100,6.419363885646505E-9,2.6836285458849572E-15,10,10
224440,100,6.419363632998336E-9,2.6836285491613877E-15,10,10
224460,100,6.421682064019573E-9,2.6835990184708304E-15,10,10
224480,100,6.421640605833544E-9,2.683599555809977E-15,10,10
224500,100,6.421640605852432E-9,2.6835995558097367E-15,10,10
224520,100,6.421640535940715E-9,2.6835995567167192E-15,10,10
224540,100,6.6435855985823705E-9,2.6856464002059704E-15,10,10
224560,100,6.643585598604864E-9,2.6856464002056726E-15,10,10
224580,100,6.643591840985817E-9,2.6856463164282434E-15,10,10
224600,100,6.6461694839150344E-9,2.6856123854700217E-15,10,10
224620,100,6.646264920026798E-9,2.685611104997844E-15,10,10
224640,100,6.64405695135801E-9,2.6856400891120932E-15,10,10
224660,100,6.6440675411640044E-9,2.685639946981221E-15,10,10
224680,100,6.6598380109335156E-9,2.6854531408476517E-15,10,10
224700,100,6.659838010932295E-9,2.6854531408476726E-15,10,10
224720,100,6.6595561975379305E-9,2.685456924324247E-15,10,10
224740,100,6.657231475788703E-9,2.6854876537418282E-15,10,10
224760,100,6.657068574518805E-9,2.685489841886152E-15,10,10
224780,100,6.657330999335287E-9,2.685486321189862E-15,10,10
224800,100,6.657331725240681E-9,2.6854863114271062E-15,10,10
224820,100,6.658114824307582E-9,2.685475841841462E-15,10,10
224840,100,6.685028089259226E-9,2.6851863653351724E-15,10,10
224860,100,6.658097469246352E-9,2.685476075249098E-15,10,10
224880,100,6.658098081608435E-9,2.685476067012419E-15,10,10
224900,100,6.658097585422475E-9,2.6854760736864495E-15,10,10
224920,100,6.6413608149621006E-9,2.6856756958657006E-15,10,10
224940,100,6.641353020108044E-9,2.685675800442205E-15,10,10
224960,100,6.641353024516057E-9,2.6856758003830707E-15,10,10
224980,100,6.6413530441895754E-9,2.685675800119115E-15,10,10
225000,100,6.641352073931597E-9,2.68567581313684E-15,10,10
